Users: 100
Hotels: 9890
Cities: 200
new-york-city-ny|0.10717896865520728
los-angeles-ca|0.046814964610717894
chicago-il|0.03286147623862487
houston-tx|0.0282103134479272
phoenix-az|0.019716885743174924
philadelphia-pa|0.019312436804853388
san-antonio-tx|0.01749241658240647
san-diego-ca|0.01678463094034378
dallas-tx|0.015874620829120323
san-jose-ca|0.012234580384226491
austin-tx|0.012032355915065723
jacksonville-fl|0.011729019211324571
fort-worth-tx|0.011526794742163803
columbus-oh|0.01122345803842265
charlotte-nc|0.010920121334681496
indianapolis-in|0.010819009100101112
san-francisco-ca|0.010616784630940344
seattle-wa|0.009201213346814965
denver-co|0.008897876643073812
nashville-tn|0.008493427704752275
washington-dc|0.008493427704752275
oklahoma-city-ok|0.00839231547017189
boston-ma|0.008190091001011122
el-paso-tx|0.008190091001011122
portland-or|0.007987866531850353
las-vegas-nv|0.007785642062689585
memphis-tn|0.0074823053589484325
detroit-mi|0.007280080889787664
baltimore-md|0.006774519716885743
milwaukee-wi|0.006774519716885743
albuquerque-nm|0.006774519716885743
fresno-ca|0.006572295247724975
tucson-az|0.006471183013144591
sacramento-ca|0.006471183013144591
mesa-az|0.006167846309403438
kansas-city-mo|0.006167846309403438
atlanta-ga|0.006167846309403438
omaha-ne|0.006066734074823054
colorado-springs-co|0.0058645096056622855
raleigh-nc|0.005763397371081901
long-beach-ca|0.005561172901921132
virginia-beach-va|0.005460060667340748
oakland-ca|0.005358948432760364
miami-fl|0.005358948432760364
minneapolis-mn|0.0052578361981799795
bakersfield-ca|0.004954499494438827
tulsa-ok|0.004954499494438827
aurora-co|0.0047522750252780585
arlington-tx|0.0047522750252780585
wichita-ks|0.0047522750252780585
tampa-fl|0.0047522750252780585
new-orleans-la|0.004651162790697674
cleveland-oh|0.004347826086956522
honolulu-hi|0.004145601617795753
anaheim-ca|0.004145601617795753
irvine-ca|0.003943377148634985
henderson-nv|0.003943377148634985
lexington-ky|0.003943377148634985
stockton-ca|0.0038422649140546004
orlando-fl|0.0038422649140546004
louisville-ky|0.0038422649140546004
newark-nj|0.0037411526794742162
corpus-christi-tx|0.0037411526794742162
st-paul-mn|0.0037411526794742162
riverside-ca|0.0037411526794742162
cincinnati-oh|0.003640040444893832
greensboro-nc|0.003640040444893832
santa-ana-ca|0.003640040444893832
jersey-city-nj|0.003640040444893832
san-juan-pr|0.003538928210313448
pittsburgh-pa|0.003538928210313448
lincoln-ne|0.003538928210313448
durham-nc|0.003538928210313448
st-louis-mo|0.0034378159757330637
plano-tx|0.0034378159757330637
anchorage-ak|0.0034378159757330637
chandler-az|0.0033367037411526795
gilbert-az|0.0033367037411526795
chula-vista-ca|0.0033367037411526795
buffalo-ny|0.0033367037411526795
madison-wi|0.0033367037411526795
north-las-vegas-nv|0.0032355915065722953
reno-nv|0.0032355915065722953
irving-tx|0.003134479271991911
fort-wayne-in|0.003134479271991911
toledo-oh|0.003134479271991911
lubbock-tx|0.003134479271991911
st-petersburg-fl|0.003033367037411527
laredo-tx|0.003033367037411527
chesapeake-va|0.003033367037411527
enterprise-nv|0.003033367037411527
winston--salem-nc|0.003033367037411527
glendale-az|0.003033367037411527
garland-tx|0.0029322548028311427
scottsdale-az|0.0029322548028311427
arlington-va|0.0029322548028311427
boise-id|0.0028311425682507585
santa-clarita-ca|0.0028311425682507585
norfolk-va|0.002730030333670374
fremont-ca|0.002730030333670374
spokane-wa|0.002730030333670374
richmond-va|0.002730030333670374
baton-rouge-la|0.0026289180990899897
spring-valley-nv|0.0026289180990899897
san-bernardino-ca|0.0026289180990899897
tacoma-wa|0.0026289180990899897
frisco-tx|0.0026289180990899897
huntsville-al|0.0026289180990899897
modesto-ca|0.0026289180990899897
hialeah-fl|0.0026289180990899897
des-moines-ia|0.0025278058645096056
port-st-lucie-fl|0.0025278058645096056
yonkers-ny|0.0025278058645096056
mckinney-tx|0.0025278058645096056
worcester-ma|0.0025278058645096056
moreno-valley-ca|0.0025278058645096056
fontana-ca|0.0025278058645096056
columbus-ga|0.0025278058645096056
rochester-ny|0.0024266936299292214
fayetteville-nc|0.0024266936299292214
sunrise-manor-nv|0.0024266936299292214
cape-coral-fl|0.0024266936299292214
little-rock-ar|0.0024266936299292214
overland-park-ks|0.0024266936299292214
sioux-falls-sd|0.0024266936299292214
augusta-ga|0.0024266936299292214
salt-lake-city-ut|0.0024266936299292214
oxnard-ca|0.002325581395348837
amarillo-tx|0.002325581395348837
grand-prairie-tx|0.002325581395348837
grand-rapids-mi|0.002325581395348837
peoria-az|0.002325581395348837
huntington-beach-ca|0.002325581395348837
tallahassee-fl|0.002325581395348837
vancouver-wa|0.002325581395348837
montgomery-al|0.002325581395348837
glendale-ca|0.002325581395348837
birmingham-al|0.002325581395348837
providence-ri|0.002224469160768453
knoxville-tn|0.002224469160768453
brownsville-tx|0.002224469160768453
fort-lauderdale-fl|0.002224469160768453
newport-news-va|0.002224469160768453
akron-oh|0.002224469160768453
cary-nc|0.002224469160768453
tempe-az|0.002123356926188069
chattanooga-tn|0.002123356926188069
mobile-al|0.002123356926188069
shreveport-la|0.002123356926188069
elk-grove-ca|0.002123356926188069
eugene-or|0.002123356926188069
salem-or|0.002123356926188069
paradise-nv|0.002123356926188069
